category,variable,variable_label,upskilling_mean,upskilling_std,reskilling_mean,reskilling_std,cohens_d,t_statistic,p_value,significance
other,p_challenge_newjob,Challenge - Ensuring that participants could find a new job,0.0,0.0,0.3008130192756653,0.4604872465133667,0.8384885787963867,-7.244886221727447,4.2767986025631806e-11,***
other,p_effect_reverse,p_effect_reverse,2.4375,0.4992082417011261,2.7235772609710693,0.4669540822505951,0.5961312651634216,-4.091897089592796,6.752721168524392e-05,***
other,p_size_coarse3,p_participated_coarse==     3.0000,0.8625,0.34654716375821165,0.7479674796747967,0.435955628945389,-0.28406807292242714,2.075093301661402,0.03930428727174948,*
other,p_resp_top,p_resp_top,0.26249998807907104,0.4427689015865326,0.3983739912509918,0.4915655255317688,0.2872675955295563,-2.0448765724498164,0.04231418024609676,*
other,p_participated_coarse,p_participated_coarse,2.8125,0.5055076479911804,2.6504065990448,0.6526584029197693,-0.27053919434547424,1.986621002549169,0.04836583079395916,*
other,p_compfull,p_compfull,0.5625,0.4992082417011261,0.6991869807243347,0.4604872465133667,0.2871082127094269,-1.964923476781221,0.05116479681220823,
funding,p_fund_union,Union,13.774999618530273,11.284553527832031,16.731706619262695,10.70473575592041,0.2703573703765869,-1.8612946391375857,0.0645090385813982,
other,p_adv_hr,p_adv_hr,0.2750000059604645,0.4493314325809479,0.3983739912509918,0.4915655255317688,0.2595086395740509,-1.8415545574787826,0.06719103616014503,
funding,p_challenge_funding,Challenge - Finding adequate resources to fund the program,0.012500000186264515,0.11180339753627777,0.056910570710897446,0.23261919617652893,0.22855384647846222,-1.8188497489396525,0.07052958722314845,
targeting,p_target_middleemp,p_target_middleemp,0.30000001192092896,0.46114879846572876,0.1869918704032898,0.39149969816207886,-0.26890483498573303,1.8085720688872517,0.07253120638554446,
