category,variable,variable_label,upskilling_mean,upskilling_std,reskilling_mean,reskilling_std,cohens_d,t_statistic,p_value,significance
other,p_challenge_newjob,Challenge - Ensuring that participants could find a new job,0.0,0.0,0.29219144582748413,0.45534366369247437,0.8214913010597229,-12.785668119933046,1.41485237331813e-31,***
program_structure,p_hours_long,p_hours_long,0.30708661675453186,0.46219635009765625,0.49370276927948,0.5005912184715271,0.38399603962898254,-4.8635930265739535,1.493203863118748e-06,***
funding,p_fund_org,Employer,76.04330444335938,31.36968994140625,64.64483642578125,31.29127311706543,-0.3639140725135803,4.526696318061137,7.3805870548257775e-06,***
targeting,p_target_all,p_target_all,0.30708661675453186,0.46219635009765625,0.4735516309738159,0.4999300241470337,0.3428245186805725,-4.340871190405186,1.6795664402507147e-05,***
targeting,p_target_topbottom,p_target_topbottom,0.32677164673805237,0.469959020614624,0.491183876991272,0.5005530714988708,0.33632153272628784,-4.2441857121421815,2.5650611467104818e-05,***
funding,p_fund_wrk,Employee,5.562992095947266,12.094243049621582,10.01511287689209,14.602123260498047,0.3254648745059967,-4.220157814313922,2.814409338934144e-05,***
targeting,p_target_top,p_target_top,0.3897637724876404,0.48865947127342224,0.5541561841964722,0.49768567085266113,0.3326525092124939,-4.156817488038572,3.7457477742490015e-05,***
funding,p_fund_union,Union,5.940944671630859,11.680548667907715,9.831233978271484,12.178770065307617,0.3245420455932617,-4.07644090152659,5.240597503872903e-05,***
other,p_effect_reverse,p_effect_reverse,2.381889820098877,0.5027855038642883,2.5440804958343506,0.5087084770202637,0.32027682662010193,-3.996373452095767,7.318885174628997e-05,***
targeting,p_target_topmiddle,p_target_topmiddle,0.35826772451400757,0.4804380238056183,0.513853907585144,0.5004386901855469,0.31575819849967957,-3.9652549813051725,8.290732812449736e-05,***
targeting,p_criteria_assmsmotivation,Criteria - Pre-assessment of motivation,0.16929133236408234,0.3757494390010834,0.2846347689628601,0.45180970430374146,0.2721739411354065,-3.5260804817262983,0.00045360912622013406,***
targeting,p_criteria_assmskills,Criteria - Pre-assessment of knowledge/skills,0.7637795209884644,0.42559778690338135,0.8690176606178284,0.3378067910671234,0.2810201048851013,-3.3269851960432786,0.0009496943272237652,***
other,p_adv_hr,p_adv_hr,0.437007874250412,0.4969954192638397,0.5692695379257202,0.4958033263683319,0.26651236414909363,-3.315198556041611,0.0009774673115693583,***
other,p_part,p_part,45.6732292175293,24.26515769958496,51.84634780883789,25.703712463378906,0.24542562663555145,-3.093416704117695,0.0020770146769172665,**
other,p_cri_individual,p_cri_individual,0.8385826945304871,0.36864182353019714,0.9143576622009277,0.28018826246261597,0.2385760247707367,-2.79924468794202,0.005349322103732635,**
other,p_cha_during,p_cha_during,0.7716535329818726,0.42059579491615295,0.8589420914649963,0.34852051734924316,0.23076669871807098,-2.756971317023467,0.006062671623906699,**
program_structure,p_part_exp,p_part_exp,57.17716598510742,22.888545989990234,62.498741149902344,25.9846134185791,0.21437528729438782,-2.743190303720085,0.006270333463000284,**
program_structure,p_eligibility,p_eligibility,54.22047424316406,21.50775718688965,59.11838912963867,23.595252990722656,0.21478106081485748,-2.7279966273196794,0.00656682712531773,**
funding,p_fund_gov,Government,8.93307113647461,15.76956844329834,12.264483451843262,14.542278289794922,0.22161200642585754,-2.709502286532479,0.00696639504995,**
other,p_challenge_convincingemployees,Challenge - Convincing eligible employees to apply,0.29527559876441956,0.4570671617984772,0.39546599984169006,0.48956751823425293,0.20997180044651031,-2.6529910813158573,0.008202213851206243,**
other,p_cha_takeup,p_cha_takeup,0.5944882035255432,0.49196019768714905,0.6952140927314758,0.4608975350856781,0.21283897757530212,-2.6112556091518635,0.009284872790143799,**
other,p_challenge_convmanager,Challenge - Convincing managers to allow their employees to participate in the p,0.20866142213344574,0.4071541130542755,0.29722923040390015,0.4576150178909302,0.20191699266433716,-2.578155338468804,0.010176899850092175,*
other,p_long,p_long,0.23228345811367035,0.4231225848197937,0.31989923119544983,0.4670258164405823,0.19452007114887238,-2.4739397374764436,0.013649779077760183,*
other,p_size_coarse1,p_participated_coarse==     1.0000,0.5078740157480315,0.5009250414071063,0.41309823677581864,0.4930114868679551,-0.19103727591613695,2.369290917872138,0.018177599979747952,*
other,p_challenge_selecting,Challenge - Selecting the right participants,0.374015748500824,0.4848230481147766,0.4659949541091919,0.4994717836380005,0.18626324832439423,-2.333415521629859,0.019985179186374994,*
other,p_participated_coarse,p_participated_coarse,1.7165354490280151,0.809016764163971,1.8614609241485596,0.8186283707618713,0.17784558236598969,-2.219182995500747,0.026886097087493583,*
other,p_cha_support,p_cha_support,0.34645670652389526,0.4767802357673645,0.4307304918766022,0.4958033263683319,0.17252402007579803,-2.1657452239566726,0.030756143698979967,*
