category,variable,variable_label,upskilling_mean,upskilling_std,reskilling_mean,reskilling_std,cohens_d,t_statistic,p_value,significance
other,p_challenge_newjob,Challenge - Ensuring that participants could find a new job,0.0,0.0,0.3008130192756653,0.4604872465133667,0.8384885787963867,-7.244886221727447,4.2767986025631806e-11,***
other,p_effect_reverse,p_effect_reverse,2.4375,0.4992082417011261,2.7235772609710693,0.4669540822505951,0.5961312651634216,-4.091897089592796,6.752721168524392e-05,***
other,p_size_coarse3,p_participated_coarse==     3.0000,0.8625,0.34654716375821165,0.7479674796747967,0.435955628945389,-0.28406807292242714,2.075093301661402,0.03930428727174948,*
other,p_resp_top,p_resp_top,0.26249998807907104,0.4427689015865326,0.3983739912509918,0.4915655255317688,0.2872675955295563,-2.0448765724498164,0.04231418024609676,*
other,p_participated_coarse,p_participated_coarse,2.8125,0.5055076479911804,2.6504065990448,0.6526584029197693,-0.27053919434547424,1.986621002549169,0.04836583079395916,*
other,p_compfull,p_compfull,0.5625,0.4992082417011261,0.6991869807243347,0.4604872465133667,0.2871082127094269,-1.964923476781221,0.05116479681220823,
funding,p_fund_union,Union,13.774999618530273,11.284553527832031,16.731706619262695,10.70473575592041,0.2703573703765869,-1.8612946391375857,0.0645090385813982,
other,p_adv_hr,p_adv_hr,0.2750000059604645,0.4493314325809479,0.3983739912509918,0.4915655255317688,0.2595086395740509,-1.8415545574787826,0.06719103616014503,
funding,p_challenge_funding,Challenge - Finding adequate resources to fund the program,0.012500000186264515,0.11180339753627777,0.056910570710897446,0.23261919617652893,0.22855384647846222,-1.8188497489396525,0.07052958722314845,
targeting,p_target_middleemp,p_target_middleemp,0.30000001192092896,0.46114879846572876,0.1869918704032898,0.39149969816207886,-0.26890483498573303,1.8085720688872517,0.07253120638554446,
other,p_challenge_progcompl,Challenge - Ensuring program completion,0.5249999761581421,0.502525269985199,0.3983739912509918,0.4915655255317688,-0.25534477829933167,1.7694494744692562,0.07865239350896042,
targeting,p_target_middle,p_target_middle,0.5874999761581421,0.4953901469707489,0.707317054271698,0.45685502886772156,0.2536478042602539,-1.7358369565148732,0.08452922459521206,
targeting,p_target_emp,p_target_emp,0.375,0.4871773421764374,0.2601625919342041,0.4405175447463989,-0.24996057152748108,1.7035002227642808,0.0904572144638522,
other,p_challenge_convmanager,Challenge - Convincing managers to allow their employees to participate in the p,0.6499999761581421,0.47997888922691345,0.5447154641151428,0.5000333189964294,-0.21388480067253113,1.5021438168172918,0.1348745499327937,
other,p_cha_support,p_cha_support,0.7250000238418579,0.4493314325809479,0.6260162591934204,0.485838383436203,-0.2097882777452469,1.4850396272302397,0.13930087897577173,
other,p_size_coarse2,p_participated_coarse==     2.0000,0.0875,0.2843491346562301,0.15447154471544716,0.3628783006310873,0.20038056609486754,-1.4680055032777857,0.14372193206382722,
targeting,p_target_topbottom,p_target_topbottom,0.23749999701976776,0.4282360076904297,0.15447154641151428,0.36287832260131836,-0.2129615992307663,1.4317590985468511,0.15430738920496037,
other,p_adv_top,p_adv_top,0.2874999940395355,0.45545220375061035,0.38211381435394287,0.4878914952278137,0.19901695847511292,-1.4060166197570598,0.16147163075892493,
targeting,p_target_all,p_target_all,0.1875,0.39277493953704834,0.11382114142179489,0.31889286637306213,-0.21063293516635895,1.4036814783874563,0.1625649583205354,
other,p_cha_during,p_cha_during,0.824999988079071,0.3823643922805786,0.8943089246749878,0.30869922041893005,0.20411169528961182,-1.3586620043407234,0.17638584304989152,
