category,variable,variable_label,upskilling_mean,upskilling_std,reskilling_mean,reskilling_std,cohens_d,t_statistic,p_value,significance
other,p_challenge_newjob,Challenge - Ensuring that participants could find a new job,0.0,0.0,0.3693045675754547,0.4831962287425995,0.9604995846748352,-15.607348536846951,1.4763288249914787e-43,***
targeting,p_target_middle,p_target_middle,0.64462810754776,0.4796178340911865,0.8369304537773132,0.3698728680610657,0.4650312066078186,-5.377908647935953,1.2718423086581405e-07,***
targeting,p_target_topmiddle,p_target_topmiddle,0.4628099203109741,0.4996483623981476,0.6594724059104919,0.474455863237381,0.40645402669906616,-4.961048729516908,9.732755792284648e-07,***
other,p_year_end_clone2,p_year_end_clone2,2022.3594970703125,0.8441233038902283,2022.6474609375,0.7124913334846497,0.37720397114753723,-4.46374137574669,1.0256589095540366e-05,***
other,p_cha_takeup,p_cha_takeup,0.35537189245224,0.4796178340911865,0.5227817893028259,0.5000807046890259,0.33979904651641846,-4.251852833125326,2.5130649754975716e-05,***
other,p_adv_hr,p_adv_hr,0.4752066135406494,0.5004199147224426,0.6378896832466125,0.4811877906322479,0.33314135670661926,-4.0797828049259595,5.265167791348527e-05,***
other,p_challenge_convincingemployees,Challenge - Convincing eligible employees to apply,0.1570248007774353,0.3645781874656677,0.28297361731529236,0.45098480582237244,0.2989158630371094,-3.9111820376354465,0.0001025310232335261,***
program_structure,p_hours_long,p_hours_long,0.4917355477809906,0.500967800617218,0.6378896832466125,0.4811877906322479,0.299167275428772,-3.6626579681087175,0.0002769533061533083,***
other,p_year_start_clone2,p_year_start_clone2,2020.72314453125,1.1495089530944824,2021.052734375,1.1957851648330688,0.2795453369617462,-3.4957607106363686,0.0005131233822767015,***
other,p_challenge_progcompl,Challenge - Ensuring program completion,0.4834710657596588,0.500762403011322,0.34772181510925293,0.47681924700737,-0.27946946024894714,3.413598279979618,0.0006949707906378282,***
