category,variable,variable_label,upskilling_mean,upskilling_std,reskilling_mean,reskilling_std,cohens_d,t_statistic,p_value,significance
other,p_challenge_newjob,Challenge - Ensuring that participants could find a new job,0.0,0.0,0.19599999487400055,0.39776483178138733,0.6726498007774353,-7.791115768063476,1.7981457934760547e-13,***
program_structure,p_hours_long,p_hours_long,0.21296297013759613,0.4103526771068573,0.3400000035762787,0.4746590554714203,0.2848260700702667,-3.098662539232427,0.0020620162398654203,**
other,p_long,p_long,0.20370370149612427,0.4036867022514343,0.3199999928474426,0.46741190552711487,0.2648903429508209,-2.8819835517146255,0.004135109267011851,**
targeting,p_criteria_assmsmotivation,Criteria - Pre-assessment of motivation,0.15740740299224854,0.3650304079055786,0.25600001215934753,0.4372972846031189,0.24318856000900269,-2.6522937713541817,0.008268900641133366,**
other,p_challenge_selecting,Challenge - Selecting the right participants,0.375,0.4852474629878998,0.47999998927116394,0.5006020665168762,0.2127457857131958,-2.2953759576192327,0.022162824196892403,*
targeting,p_criteria_assmskills,Criteria - Pre-assessment of knowledge/skills,0.7546296119689941,0.4313061237335205,0.8399999737739563,0.3673414885997772,0.21435858309268951,-2.2808159448390883,0.023053691041407982,*
other,p_cha_during,p_cha_during,0.7546296119689941,0.4313061237335205,0.8360000252723694,0.37101835012435913,0.20338307321071625,-2.1655736240456966,0.03089667680398925,*
targeting,p_target_middle,p_target_middle,0.7361111044883728,0.4417635500431061,0.6480000019073486,0.4785520136356354,-0.19077031314373016,2.0656151023878238,0.03942196958162604,*
funding,p_fund_wrk,Employee,5.486111164093018,13.069396018981934,8.076000213623047,14.953415870666504,0.18352726101875305,-1.9950567045828789,0.04662116083992172,*
targeting,p_criteria_managerrec,Criteria - Manager's recommendation',0.19907407462596893,0.40023142099380493,0.2759999930858612,0.4479134976863861,0.18037287890911102,-1.957647189444191,0.05087110306983313,
